"Total debt service (% of exports of goods, services and primary income)",Short-term debt (% of total external debt),Real interest rate (%),Total reserves minus gold (in %),Trade (% of GDP),Imports of goods and services (current US$),Exports of goods and services (current US$),Current account balance (% of GDP),"Portfolio investment, net (BoP, current US$)","Foreign direct investment, net inflows (% of GDP)",Real GDP (current US$),GDP growth (annual %),"Inflation, consumer prices (annual %)",Broad money growth (annual %),Broad money to total reserves ratio,REER 5 Year rolling,General government final consumption expenditure (% of GDP),Gross fixed capital formation (current US$),"Unemployment, total (% of total labor force) (national estimate)",Domestic credit to private sector (% of GDP),Lending interest rate (%),Deposit interest rate (%),Contagion,Soft peg,Peg,Real GDP growth (Annual percent change),Left Government (democ),Polity (polity),Durable (durable),Turnover (xconst),Legislative/Executive election (exrec),State fragility index (sfi),Years (poleff),Economic Effectiveness (ecoeff),Presist (presistance),Target
0.3518387028,0.3977089492,0.6602351875,0.02923485566,0.23133762,0.09780808989,0.1072689933,0.4930294857,0.3341514703,0.05812630102,0.1072648249,0.5883850032,0.03464997938,0.09264125811,0.09911188122,0.1058138077,0.6130280137,0.05106131533,0.1863468687,0.4492610872,0.04894833912,0.003741768256,0,0,0,0.6299559471,0.9897959184,0.9897959184,0.08620689655,1,1,0.5,0.3333333333,0.6666666667,0.1382978723,0
0.2352341492,0.3935266058,0.6343708042,0.02781412581,0.2353799307,0.1129144354,0.1235948333,0.4859221614,0.3259689266,0.07405854692,0.1165922547,0.6311361557,0.04279976518,0.1246100597,0.1010231749,0.09402765426,0.5940707814,0.06106725265,0.155350549,0.4567576103,0.02195608363,0.003741768256,0,0,0,0.6784140969,0.9897959184,0.9897959184,0.09482758621,1,1,0.5833333333,0.3333333333,0.6666666667,0.1382978723,0
0.1663073989,0.4128930395,0.4987867785,0.02904314587,0.2605266624,0.1432656265,0.1507737773,0.453000476,0.3088664369,0.07327747497,0.1263265562,0.5941513993,0.04982878228,0.1216793684,0.09119015927,0.07161941201,0.608520257,0.07509688356,0.152029519,0.4649193694,0.03092743229,0.01146259437,0,0,0,0.6387665198,0.9897959184,0.9897959184,0.1034482759,1,1,0.6666666667,0.3333333333,0.6666666667,0.1382978723,0
0.2073140286,0.5750701256,0.4527324195,0.02760528269,0.2850234135,0.1777748788,0.1713644864,0.3324031561,0.2905239056,0.08924881618,0.13344413,0.5077741355,0.06294172148,0.1236447165,0.09302732916,0.06347096028,0.6499874461,0.09189134303,0.1343173457,0.4713344545,0.03386338322,0.0173051645,0,0,0,0.5462555066,0.9897959184,0.9897959184,0.1120689655,1,1,0.6666666667,0.3333333333,0.6666666667,0.1382978723,0
0.1422749511,0.5984215433,0.5045386329,0.03040242447,0.2761862771,0.1963183961,0.2017695823,0.4411779527,0.2990409048,0.08389777085,0.1503443196,0.5398381997,0.06365658779,0.1369682185,0.08016550678,0.08800362031,0.6383628359,0.1044206691,0.1199262025,0.4766786407,0.06131274268,0.04558997808,0,0,0,0.5814977974,0.8979591837,0.8469387755,0,0.9578947368,0.9479166667,0.5833333333,0.3333333333,0.6666666667,0.01063829787,0
0.1781662617,0.6118545922,0.5883835887,0.03351495656,0.2663009583,0.2172805188,0.240187534,0.5457257452,0.3465506482,0.07149725532,0.1756176805,0.559045293,0.04601826671,0.1246575083,0.06877771753,0.141084963,0.6709021771,0.1175370187,0.1154981493,0.3799092519,0.05730004759,0.02981374154,0,0,0,0.5991189427,0.9183673469,0.887755102,0,0.9684210526,0.9479166667,0.5833333333,0.3333333333,0.6666666667,0.01063829787,0
0.1204587244,0.6446750705,0.4883541258,0.03863338442,0.2910834303,0.2729135362,0.2762038864,0.4256689034,0.3246354343,0.06569239236,0.1865979,0.4065916505,0.06977433369,0.1435020093,0.05841851984,0.1816235103,0.702851421,0.1354885202,0.1154981493,0.3774596095,0.05333253622,0.02660368748,0,0,0,0.436123348,0.9489795918,0.9387755102,0,0.9789473684,0.9895833333,0.5833333333,0.3333333333,0.3333333333,0.01063829787,0
0.1033654648,0.8646302237,0.6267123448,0.04996081562,0.2414245917,0.2091735931,0.2407688702,0.5874756658,0.3278040895,0.05455838024,0.1892008978,0.3072841903,0.02329057703,0.1279674405,0.04414292361,0.2127622366,0.828658556,0.1142848843,0.149815499,0.3905598227,0.03486369193,0.01065770106,0,0,0,0.3303964758,0.9489795918,0.9387755102,0.008620689655,0.9789473684,0.9895833333,0.6666666667,0.3333333333,0.6666666667,0.04255319149,0
0.07125690521,1,0.4738262338,0.05103160654,0.2601481353,0.2813245198,0.3011374363,0.4909272801,0.2992667172,0.08897354851,0.214486791,0.6444581814,0.05342456117,0.1550095671,0.04173555071,0.2559199291,0.8148930565,0.1439533003,0.0535055363,0.4180486482,0.02705938994,0.01252957287,0,0,0,0.6916299559,0.9489795918,0.9387755102,0.01724137931,0.9789473684,0.9895833333,0.5833333333,0.3333333333,0.3333333333,0.04255319149,0
0.05882949466,0.8600594598,0.510326345,0.04686446972,0.2892967186,0.3468123889,0.3490991065,0.47325968,0.292303727,0.02751418351,0.2308346741,0.3701960189,0.05755600481,0.182048941,0.05379765706,0.2756799246,0.8410794447,0.1687053367,0.05793358291,0.4787032579,0.04001237766,0.02578285087,0,0,0,0.3964757709,0.9693877551,0.9693877551,0,0.9894736842,1,0.5833333333,0.3333333333,0.3333333333,0.04255319149,0
0.08224901071,0.8240098428,0.5788404217,0.04524706828,0.2846036505,0.3714299228,0.3642758524,0.392442902,0.307193486,0.07084156619,0.2489816963,0.6333371096,0.05171155785,0.1513371261,0.05728652539,0.2612164228,0.8572998656,0.1891034045,0.04907748968,0.5012904377,0.0421269193,0.02727933349,0,0,0,0.6784140969,0.9693877551,0.9693877551,0.008620689655,0.9894736842,1,0.5833333333,0.3333333333,0.3333333333,0.03191489362,0
0.07331178186,0.8569290009,0.5791080351,0.03977602315,0.2723748222,0.3731017465,0.3752422305,0.3738322611,0.3511611355,0.08003164266,0.261557041,0.446120233,0.0456011871,0.1315685383,0.07222196617,0.280539894,0.8581064826,0.188004482,0.01254612657,0.5262108558,0.0398864018,0.02551950851,0,0,0,0.4801762115,0.9693877551,0.9693877551,0.01724137931,0.9894736842,1,0.5,0.3333333333,0.3333333333,0.03191489362,0
0.1354776171,0.8058233674,0.5873544158,0.03846620387,0.2687226438,0.3460388428,0.3702450322,0.4800280465,0.3901842506,0.03683305331,0.2552998034,0.3761280711,0.04346815446,0.1142695487,0.07749386126,0.3012893443,0.9005676655,0.176945486,0.04907748968,0.539219365,0.03792133995,0.01835820373,0,0,0,0.4052863436,0.8979591837,0.8673469388,0,0.9578947368,0.9583333333,0.4166666667,0.3333333333,0.3333333333,0.03191489362,0
0.1019300197,0.8350871741,0.6058302803,0.03905588651,0.2544922946,0.311771142,0.3606774242,0.5669047504,0.4143920585,0.05369737965,0.2536135282,0.4644729211,0.02288782266,0.112896159,0.07696279169,0.3110092831,0.9162956729,0.1733589911,0.05129151629,0.5546987199,0.03408455451,0.01499134374,0,0,0,0.4977973568,0.8979591837,0.8673469388,0.008620689655,0.9578947368,0.9583333333,0.4166666667,0.3333333333,0.3333333333,0.05319148936,0
0.07667845635,0.8213412893,0.5282818876,0.04167949901,0.2444879977,0.3003148784,0.3684469837,0.6438256017,0.34055921,0.03047741179,0.2558499565,0.476848166,0.03090166372,0.1115121756,0.06879828624,0.3139194445,0.8966371376,0.1726361551,0.06125461292,0.5419003896,0.02943102343,0.01358982314,0,0,0,0.5110132159,0.8979591837,0.8673469388,0.01724137931,0.9578947368,0.9583333333,0.4166666667,0.3333333333,0.3333333333,0.05319148936,0
0.07148365982,0.8928106524,0.5524584907,0.04459395432,0.2452297982,0.3361969667,0.4044859483,0.6250408397,0.3370800331,0.04681902848,0.2806933765,0.5073648996,0.03441677984,0.1166312286,0.06176416247,0.3252690737,0.8531081719,0.1858089301,0.07675276617,0.5354646897,0.02851697275,0.01347207061,0,0,0,0.5462555066,0.8979591837,0.8673469388,0.02586206897,0.9578947368,0.9583333333,0.5833333333,0.6666666667,0.3333333333,0.05319148936,0
0.08359621896,0.7717515453,0.5598775952,0.04076911041,0.2451135249,0.3858925456,0.4369049212,0.538918655,0.3570710716,0.06004195305,0.3091692812,0.5092221187,0.03734872167,0.1143970297,0.0690815368,0.3293724011,0.8435513079,0.2035562155,0.07011069955,0.5332234076,0.02375066219,0.0134545678,0,0,0,0.5462555066,0.8979591837,0.8673469388,0.03448275862,0.9578947368,0.9583333333,0.6666666667,0.6666666667,0.3333333333,0.05319148936,0
0.1224166989,0.6981973092,0.5731843747,0.04131659297,0.218900977,0.371019778,0.430500751,0.5685428801,0.3728733431,0.03110081608,0.3306741748,0.4240979353,0.03471932453,0.1077269175,0.06798673817,0.3604238225,0.8435490874,0.2165199268,0.06457564953,0.5301872925,0.02264700689,0.01481494484,0,0,0,0.4581497797,0.8979591837,0.8673469388,0.04310344828,0.9578947368,0.9583333333,0.7,0.7666666667,0.3333333333,0.05319148936,0
0.09402454408,0.7694315204,0.6302599756,0.05173039785,0.1911161489,0.3139015316,0.3423723351,0.505722748,0.3909097587,0,0.3128809959,0.08104122134,0.02328894967,0.1059238238,0.06422576866,0.3783504164,0.971556558,0.2047506171,0.1066420693,0.5995123976,0.008667373006,0.00644204355,0,0,0,0.08810572687,0.8979591837,0.8673469388,0.05172413793,0.9578947368,0.9583333333,0.7666666667,0.8666666667,0.3333333333,0.05319148936,0
0.08701987384,0.7374139776,0.5063250964,0.04755577527,0.2353551775,0.4022865226,0.3915799653,0.3740476994,0.3862599671,0.01168338876,0.3075055988,0.4000403755,0.03857444143,0.1035118656,0.06262830573,0.3882449649,0.9971619347,0.2103847416,0.1005535109,0.596873699,0.004591206075,0.004182062332,0,0,0,0.4317180617,0.8979591837,0.8673469388,0.06034482759,0.9578947368,0.9583333333,0.8333333333,0.9666666667,0.3333333333,0.05319148936,0
